
Harry Potter and the Half-Blood Prince,2009,PG,15 Jul 2009,153 min,"Action, Adventure, Family",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.","English, Latin","United Kingdom, United States",Nominated for 1 Oscar. 9 wins & 39 nominations total,https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,7.6,"629,640",tt0417741,movie,N/A,"$302,334,374",N/A,N/A,True,
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,19 Nov 2010,146 min,"Adventure, Family, Fantasy",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","Harry Potter is tasked with the dangerous and seemingly impossible task of locating and destroying Voldemort's remaining Horcruxes. Harry must rely on Ron and Hermione more than ever, but dark forces threaten to tear them apart.","English, Latin","United Kingdom, United States",Nominated for 2 Oscars. 15 wins & 55 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.7,"633,805",tt0926084,movie,N/A,"$296,374,621",N/A,N/A,True,
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,15 Jul 2011,130 min,"Adventure, Family, Fantasy",David Yates,"Steve Kloves, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort.","English, Latin","United Kingdom, United States",Nominated for 3 Oscars. 49 wins & 96 nominations total,https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,8.1,"1,000,668",tt1201607,movie,N/A,"$381,447,587",N/A,N/A,True,
Harry Potter: A Spirit Conspiracy?,2005,N/A,01 Jun 2005,97 min,Documentary,"Christian J. Pinto, Joe Schimmel","Christian J. Pinto, Joe Schimmel","Dave Hunt, Caryl Matrisciana, Christian J. Pinto",Is Potter-mania merely the result of imaginative writing and clever marketing? This documentary is designed to awaken the church and non-believers alike to the spiritual warfare happening in the world today.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjQ0NjJlYjAtY2ZmYS00ODgzLTk4NGYtNjYxYTM1MGFjYzllXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt35791702,movie,N/A,N/A,N/A,N/A,True,
Secret History of Harry Potter,2016,N/A,30 Mar 2016,3 min,"Animation, Short, Comedy",N/A,N/A,"Alex Walker Smith, Eileen Montgomery, Benji Clifford",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt31381074,movie,N/A,N/A,N/A,N/A,True,
Harry Potter & Mortal Kombat (Secret History Volume 2),2020,N/A,25 Jun 2020,7 min,"Animation, Short, Comedy",N/A,N/A,"Alex Walker Smith, Eileen Montgomery, Benji Clifford",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt31381096,movie,N/A,N/A,N/A,N/A,True,
Harry Potter Parking Lot,1999,N/A,N/A,N/A,"Documentary, Short",Jeff Krulik,N/A,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt31540931,movie,N/A,N/A,N/A,N/A,True,
The Bag: A Magical Parody of Harry Potter,2024,N/A,23 Apr 2024,N/A,"Short, Fantasy",Abdullah Raj Qureshi,N/A,Abdullah Raj Qureshi,Watch this short film to find out who ends up chasing Annas or Abdullah Dumbledore's stick and who gets hold of the bag it contains.,N/A,Pakistan,N/A,https://m.media-amazon.com/images/M/MV5BNTc4NjlkMWYtZTEzYy00ZWE1LWE1MjUtMTQyZWEyYTM5ZjdkXkEyXkFqcGdeQXVyNjYyMTc1NzI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt32261469,movie,N/A,N/A,N/A,N/A,True,
The Real! Harry Potter - Young Adult or Occult?,2024,N/A,12 Apr 2024,N/A,Documentary,Nick Randall,Nick Randall,"Rupert Grint, J.K. Rowling","A documentary exploring both the popularity of the Harry Potter series amongst young people, and the outrage shown by religious groups at the sagas' occult themes. Includes rare footage of protests, book launches, film premieres a...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTc4MWZiZTAtOTdjMy00NTVlLTkyZGQtOTFmMjI1MjNmOTExXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt32482131,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Cursed Child: San Francisco,2017,N/A,31 Jul 2017,N/A,"Action, Adventure, Fantasy",John Tiffany,"J.K. Rowling, Jack Thorne, John Tiffany","Chadd Alexander, John Alix, William Bednar-Carter",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjJmYmY4ZjEtMTVhZi00ZjM2LWJjMzQtZTI5OTBmY2MyYjJmXkEyXkFqcGdeQXVyMTQ2NTg1Ng@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt16124664,movie,N/A,N/A,N/A,N/A,True,
Harry Potter: Wizards Unite,2019,N/A,01 Feb 2019,N/A,"Short, Fantasy",William McGregor,"Abdou Cisse, Akwasi Poku",N/A,A short film to celebrate the release of Harry Potter: Wizards Unite from Portkey Games and Warner Brothers.,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BOWM3NzBiMTMtMTc5MC00ZDQ4LWJkZjYtMzIyZGQwMjUyZTM2XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt30517952,movie,N/A,N/A,N/A,N/A,True,
"Harry Potter, the Grand Budapest Hotel... Le cinéma d'Alexandre Desplat",2018,N/A,N/A,42 min,Music,Jean-Pierre Loisil,N/A,N/A,N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BOGM2ZWJjMDctYmZiNy00YjJkLWI0OWEtM2E3YTRiYjE1ZjUxXkEyXkFqcGdeQXVyMjIwNjIxNjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt15683498,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Cursed Child: Toronto Show,2021,N/A,01 Jan 2021,N/A,"Action, Adventure, Fantasy",John Tiffany,"Jack Thorne, John Tiffany","Sarah Afful, Kaleb Alexander, Thomas Mitchell Barnet",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMzhmMGMzNzYtYmFkZi00NTliLTk0YWMtZjRhNzQ3ZDhjZGM2XkEyXkFqcGdeQXVyMTMwNzM2MjI3._V1_SX300.jpg,[],N/A,N/A,N/A,tt16152972,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Prisoner of Azkaban (2004) & Harry Potter and the Goblet of Fire (2005) Featuring Isaac Carlson,2004,N/A,26 Jul 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt17977504,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Deathly Hallows Part 1 (2010) and Part 2 (2011) Featuring Brizzy Voices,2010,N/A,09 Aug 2018,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt17977554,movie,N/A,N/A,N/A,N/A,True,
Harry Potter: Return To Hogwarts (2022),2022,N/A,06 Jan 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt17978316,movie,N/A,N/A,N/A,N/A,True,
Von Star Wars bis Harry Potter - John Williams dirigiert die Wiener Philharmoniker,2020,N/A,01 Jun 2020,69 min,Music,N/A,N/A,"John Williams, Wiener Philharmoniker, Anne-Sophie Mutter",N/A,N/A,Austria,N/A,N/A,[],N/A,N/A,N/A,tt18184002,movie,N/A,N/A,N/A,N/A,True,
Lego Harry Potter and the Sorcerer's Stool,2022,N/A,15 Jun 2022,1 min,"Animation, Short",Forrest Whaley,N/A,"Forrest Whaley, Keshen Sheken, Alyssa Whaley",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt21143336,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Prisoner of Azkaban (2004),2004,N/A,23 Dec 2020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,N/A,N/A,tt22366018,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Goblet of Fire (2005),2005,N/A,29 Jul 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,N/A,N/A,tt22366022,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Order of the Phoenix (2007),2007,N/A,29 Jan 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '78%'}]",N/A,N/A,N/A,tt22381106,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Goblet of Fire (2005),2005,N/A,29 Jul 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '88%'}]",N/A,N/A,N/A,tt22366022,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Sorcerer's Stone (2001),2001,N/A,10 Oct 2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '80%'}]",N/A,N/A,N/A,tt25211102,movie,N/A,N/A,N/A,N/A,True,
RiffTrax: Harry Potter and the Sorcerer's Stone,2007,N/A,27 Nov 2007,N/A,Comedy,N/A,N/A,"Bill Corbett, Kevin Murphy, Michael J. Nelson","Mike, Bill, and Kevin riff on the first film in the Harry Potter series.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt25403504,movie,N/A,N/A,N/A,N/A,True,
The Magic Touch of Harry Potter,2004,N/A,01 Jan 2004,42 min,"Documentary, Short",N/A,N/A,"Jeremy Piven, Chris Columbus, Alfonso Cuarón",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt26439688,movie,N/A,N/A,N/A,N/A,True,
RiffTrax: Harry Potter and the Chamber of Secrets,2008,N/A,05 Aug 2008,N/A,Comedy,N/A,N/A,"Bill Corbett, Kevin Murphy","Mike, Bill, and Kevin riff on Harry Potter and the Chamber of Secrets (2002).",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt27666796,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Deathly Hallows Part 1 (2010),2010,N/A,15 May 2023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"[{'Source': 'Rotten Tomatoes', 'Value': '77%'}]",N/A,N/A,N/A,tt27808092,movie,N/A,N/A,N/A,N/A,True,
RiffTrax: Harry Potter and the Prisoner of Azkaban,2008,N/A,16 Dec 2008,N/A,Comedy,N/A,N/A,"Bill Corbett, Kevin Murphy","Mike, Bill, and Kevin riff on the 3rd film in the Harry Potter series filled with soul sucking ghouls, shape shifting, time travel, and absolutely no Dobbys.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt27919362,movie,N/A,N/A,N/A,N/A,True,
RiffTrax: Harry Potter and the Goblet of Fire,2010,N/A,14 May 2010,N/A,Comedy,N/A,N/A,"Bill Corbett, Kevin Murphy, Michael J. Nelson","Mike, Bill, and Kevin riff the fourth of the Harry Potter franchise where Harry enters a murderous wizard tournament with Edward Cullen and Ron falls in love with a teacher.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt28174857,movie,N/A,N/A,N/A,N/A,True,
Harry Potter : les secrets du phénomène,2023,N/A,26 Apr 2023,87 min,Documentary,N/A,N/A,Ophély Bouchakour,N/A,French,France,N/A,N/A,[],N/A,N/A,N/A,tt29005539,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Order of the Phoenix,2007,PG-13,11 Jul 2007,138 min,"Action, Adventure, Family",David Yates,"Michael Goldenberg, J.K. Rowling","Daniel Radcliffe, Emma Watson, Rupert Grint","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.","English, Latin","United Kingdom, United States",Nominated for 2 BAFTA 17 wins & 50 nominations total,https://m.media-amazon.com/images/M/MV5BYWJmM2M1YzItMjY1Ni00YzRmLTg5YWYtNDFmNTJjNzQ0ODkyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.5,"671,556",tt0373889,movie,N/A,"$292,382,727",N/A,N/A,True,
Harry Potter y los 7 pecados capitales,2011,N/A,N/A,3 min,"Short, Comedy",FJ García,FJ García,FJ García,This is a sketch parodying various tropes from the Harry Potter books.,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt2141767,movie,N/A,N/A,N/A,N/A,True,
The Women of Harry Potter,2011,N/A,11 Nov 2011,22 min,"Short, Documentary",N/A,N/A,"J.K. Rowling, Helena Bonham Carter, Emma Watson, Bonnie Wright",N/A,English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZDNkMDRkY2QtMjE1Mi00YWVlLTg0YzMtYmJkNTZiODYwMmEwXkEyXkFqcGdeQXVyNDEyNjEzOTg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11471144,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Transformation of the First Class,2011,N/A,31 Oct 2011,14 min,"Short, Comedy",Kayje Nogue,Kayje Nogue,"Richard Diggins, Jessica Hill, Alex Johner","A parody of three of 2011 biggest film; 'X-Men: First Class', 'Transformers: Dark of the Moon' and 'Harry Potter and the Deathly Hallows Part 2' Harry Potter, Ron Weasley and Hermione Granger are preparing for a fun Halloween until P",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BYTNkNTRhNDAtZTIyZS00YjFlLWE1YWQtMjcxN2VlNWZjNzMyXkEyXkFqcGdeQXVyODczNzg3MTI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11737070,movie,N/A,N/A,N/A,N/A,True,
Making Harry Potter Warner Bros Studio Tour,2020,N/A,07 May 2020,N/A,"Short, Adventure",Jon Ian Dredge,N/A,"Jon Ian Dredge, James Phelps, Oliver Phelps",N/A,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BYTRhYWUzYWUtYzA2OC00NzAxLTgzZTEtMTY1NGVmMDg4NmJlXkEyXkFqcGdeQXVyNTc3MTA3NjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12275564,movie,N/A,N/A,N/A,N/A,True,
Darla's Book Club: Discussing the Harry Potter Series,2020,N/A,14 Jul 2020,53 min,Documentary,Jason B. Boret,Kim R. Daniels,N/A,"Darla's Book Club is for everyone and anyone ready to discuss books, books and more books. In this documentary, come along with Darla as she discusses the much beloved and world-famous Harry Potter book series. Join the club with ...",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDg1NzlkMTEtMmRhMy00ZmM2LTk4ZjYtZTBmODZhNDI2M2YyXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt13155056,movie,N/A,N/A,N/A,N/A,True,
Lego Harry Potter and the Philosopher's Stone,2020–2021,N/A,08 Dec 2020,N/A,"Animation, Adventure, Comedy",N/A,N/A,"Robert Heath, A. Heath, Ben Heath","Harry Potter, a young wizard who discovers his magical heritage on his eleventh birthday, goes to Hogwarts School of Witchcraft and Wizardry to learn magic.",English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BNmZkNDRjMmMtMDg1Yy00MmQzLTlkNmYtNjliZDA1NjcyZTg0XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,40,tt14149634,series,,,,,True,1
Harry Potter and the New Wands,2016,N/A,08 Jul 2016,N/A,Short,Brandon Scott Thresher,"Samuel Forbes, Brandon Scott Thresher","Austin Floyd, Samuel Forbes, Alex Foster",A genre improv team's practice turns magical when a prop wand turns out to be something more.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjU5ZDZhNzUtZWIwNC00MDMyLTkxODctYzRkOTUzZjc0MmM3XkEyXkFqcGdeQXVyMjQ3NzgxNjM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8075752,movie,N/A,N/A,N/A,N/A,True,
You Haven't Read Harry Potter?,2018,N/A,11 Feb 2018,3 min,"Short, Comedy",Nathan Streifel,Nathan Streifel,"Nathan Streifel, Sarah Waisman, Jordan Williams",Nathan and Sarah are shocked to find out Jordan hasn't read any of the Harry Potter books and decide to take matters into their own hands.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWMyYWY0NTMtMTYwMy00OWIwLWE2MDUtZWZmZGY0ODNkMWFkXkEyXkFqcGdeQXVyNjI5NTQyNzI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8184376,movie,N/A,N/A,N/A,N/A,True,
The Harry Potter Saga Analyzed,2018,N/A,20 Apr 2018,N/A,Documentary,Houston Coley,Houston Coley,Houston Coley,A complete deconstruction of the cultural impact and themes of the Harry Potter series in its 20 years of existence.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTBjNjdkNDktNDc4OS00NDcyLWIxNDQtNWZkZTMyMjNhMjVkXkEyXkFqcGdeQXVyNjMzMzE2NTI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8358970,movie,N/A,N/A,N/A,N/A,True,
Nizard Harry Potter Rap,2012,N/A,12 Dec 2012,N/A,"Short, Comedy",Ian Eastin,Ian Eastin,"Ian Eastin, Aflamu Johnson",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3587676,movie,N/A,N/A,N/A,N/A,True,
Hufflepuff: A Harry Potter Rap Parody,2015,N/A,10 Dec 2015,N/A,"Short, Comedy, Fantasy","Mary Rachel Gardner, Michelle Siouty, Sean Siouty","Tre Hall, Michelle Siouty","Lily Becerra, Zachary di Lello, Annelisha Dixon","J.K. Rowling said it herself when she deemed 2015 ""The Dawn of the Age of Hufflepuff,"" so Huffle, puff, pass, and enjoy.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjI4MzUxOTUzOV5BMl5BanBnXkFtZTgwNzIwNTQ4NzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt5369766,movie,N/A,N/A,N/A,N/A,True,
Harry Potter Casts a Revealing Spell,2016,N/A,N/A,4 min,"Animation, Short, Comedy",Daniel Callaghan,N/A,N/A,A Harry Potter parody cartoon,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt5826134,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Girlfriend of Lost Fidelity,2007,N/A,N/A,N/A,"Short, Comedy",Adam Taylor,Adam Taylor,"Organ, Adam Taylor, Terry Tuggs",Harry's magic turns dark when relationship trouble rears its ugly head.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjZmNWM3ZWEtMTMzZS00ZWMwLTkxNDctYjkwZjc5YjczZjViXkEyXkFqcGdeQXVyMjA2MTg1MDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7496300,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Doing of Tax,2007,N/A,N/A,N/A,"Short, Comedy",Adam Taylor,Adam Taylor,Edward James Olmost,Tensions run high as Harry faces his most formidable foe yet: the IRS.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjc1MDExMTctYWU4OS00MmY0LTk0MjQtYWFkOWUwNWVkZGI4XkEyXkFqcGdeQXVyMjA2MTg1MDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7498430,movie,N/A,N/A,N/A,N/A,True,
Harry Potter and the Half-Nude Prints,2007,N/A,N/A,N/A,"Short, Comedy",Adam Taylor,Adam Taylor,"Adam Taylor, Whett Wheetie",Harry is forced to cast a spell of damage control when the ghosts of a bad decision haunt the halls of Hogwarts.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzA2NzJlMjUtMzkxNC00OGIzLTkxMTEtZjRkMDQ5MmFhYTY3XkEyXkFqcGdeQXVyMjA2MTg1MDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt7502312,movie,N/A,N/A,N/A,N/A,True,
8 Signs You're Obsessed with Harry Potter,2016,N/A,30 Dec 2016,N/A,"Short, Comedy",Kirstin Howell,Kirstin Howell,"George Absi, Daniel Greenberg, Kirstin Howell",N/A,English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt6427604,movie,N/A,N/A,N/A,N/A,True,
Fullmetal Alchemist: Brotherhood,2009–2010,TV-14,09 Apr 2009,54S min,"Animation, Action, Adventure",N/A,Hiromu Arakawa,"Kent Williams, Iemasa Kayumi, Vic Mignogna",Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,"Japanese, English, French, German, Portuguese, Spanish",Japan,3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMzNiODA5NjYtYWExZS00OTc4LTg3N2ItYWYwYTUyYmM5MWViXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,"225,167",tt1355642,series,,,,,True,1
Fullmetal Alchemist,2003–2004,TV-PG,06 Nov 2004,1 min,"Animation, Action, Adventure",N/A,N/A,"Vic Mignogna, Aaron Dismuke, Romi Park","When a failed alchemical ritual leaves brothers Edward and Alphonse Elric with severely damaged bodies, they begin searching for the one thing that can save them: the fabled philosopher's stone.","Japanese, English","Japan, Poland",3 wins total,https://m.media-amazon.com/images/M/MV5BNDczZWMyMjEtZDI0ZS00YThjLWE2MjEtNTIxNmVmZDhkNDg5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"80,925",tt0421357,series,,,,,True,1
Fullmetal Alchemist: Premium Collection,2006–,TV-PG,29 Mar 2006,86 min,"Animation, Action, Adventure",Seiji Mizushima,Hiromu Arakawa,"Troy Baker, Laura Bailey, Travis Willingham","5 exclusive shorts of FullMetal Alchemist. 1: After the end of the production of the ""Conqueror of Shambala"" the entire cast of character celebrate in chibi form. 2. In 2005, 3 of Ed's grandkids deliver Al's present for his 100th ...",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYThlZmExY2UtM2ZlNC00ZGJiLWI5MjEtZWRlZDc4ZTRjNGZhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,664,tt0953422,series,,,,,True,1
Blind Wave: Fullmetal Alchemist Brotherhood Reaction,2017–2018,N/A,19 Feb 2017,20 min,Talk-Show,N/A,N/A,"Aaron Elliott, Eric Whiteley, Calvin Grubb","A web series by the channel ""Blind Wave"", who discuss and react to the show ""Fullmetal Alchemist: Brotherhood""",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDQzYjIxYzAtZDkzYS00YjU4LWI3ZGMtM2JhY2Y4M2YzZDE0XkEyXkFqcGdeQXVyNjU1OTg4OTM@._V1_SX300.jpg,[],N/A,N/A,9,tt11371358,series,,,,,True,1
Avatar: The Last Airbender,2005–2008,TV-Y7-FV,21 Feb 2005,23 min,"Animation, Action, Adventure",N/A,"Michael Dante DiMartino, Bryan Konietzko","Dee Bradley Baker, Zach Tyler Eisen, Mae Whitman","In a war-torn world of elemental powers, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",English,"United States, South Korea",Won 1 Primetime Emmy. 9 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMDMwMThjYWYtY2Q2OS00OGM2LTlkODQtNDJlZTZmMjAyYmFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}]",N/A,9.3,"408,598",tt0417299,series,,,,,True,3
Avatar: The Last Airbender,2005–2008,TV-Y7-FV,21 Feb 2005,23 min,"Animation, Action, Adventure",N/A,"Michael Dante DiMartino, Bryan Konietzko","Dee Bradley Baker, Zach Tyler Eisen, Mae Whitman","In a war-torn world of elemental powers, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",English,"United States, South Korea",Won 1 Primetime Emmy. 9 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMDMwMThjYWYtY2Q2OS00OGM2LTlkODQtNDJlZTZmMjAyYmFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}]",N/A,9.3,"408,598",tt0417299,series,,,,,True,3
The King's Avatar,2019,N/A,24 Jul 2019,45 min,"Action, Adventure",N/A,Hudie Lan,"Yang Yang, Shuying Jiang, Tu-Te-Ha-Meng","Ye Xiu (Yang Yang) is a well known top tier player in an online game Glory. After forcefully expelled out of his professional team, he was employed in an Internet Cafe as an odd-job worker.",Mandarin,China,17 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BZTdmZWM1MDgtNGI3Ni00NjM0LTgwNjItYjgxMzc5YTIxNDE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"1,768",tt10732794,series,,,,,True,1
The King's Avatar,2019,N/A,24 Jul 2019,45 min,"Action, Adventure",N/A,Hudie Lan,"Yang Yang, Shuying Jiang, Tu-Te-Ha-Meng","Ye Xiu (Yang Yang) is a well known top tier player in an online game Glory. After forcefully expelled out of his professional team, he was employed in an Internet Cafe as an odd-job worker.",Mandarin,China,17 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BZTdmZWM1MDgtNGI3Ni00NjM0LTgwNjItYjgxMzc5YTIxNDE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"1,768",tt10732794,series,,,,,True,1
The King's Avatar Specials,2018–,N/A,27 Apr 2018,28 min,"Animation, Short, Action",Juansheng Shi,Hudie Lan,"Aojie Ji, Ketsu, Jiang Bian","The All-Star Tournament is a three-day event that allows e-sports participants from various professional clubs to display their skills, while also giving casual Glory players the chance to interact with pros in the flesh. Retired ...","Chinese, Mandarin",China,N/A,https://m.media-amazon.com/images/M/MV5BNWZhZTFhOTctNDEzMC00N2RjLWE2MmQtYjQ3NWViMzAyNzc1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,178,tt8365408,series,,,,,True,1
Avatar: Rise of Kyoshi Visual Novel,2021–,N/A,21 Aug 2021,N/A,"Animation, Fantasy",N/A,N/A,"Anna Pisarka, Falon Echo, Zachary Roth","A fan-made adaption of F.C. Yee's novel of the same name, which explores the early life of Avatar Kyoshi, 400 years before the events of Avatar: The Last Airbender.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTljZmQ1NWYtM2RiZC00ZmE5LWI2NWMtMzQwYTQ0NzBmMTg4XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,109,tt15275106,series,,,,,True,1
